Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1750764404,200,,Aggregated,48.200000,0.000000,2400,2400,2500,2500,5200,13000,19000,20000,22000,24000,24000,5366,107,2400.0,3479.502589060749,2020.137400002568,23916.675100001157,78.42005218039507
1750764405,200,,Aggregated,47.200000,0.000000,2400,2400,2500,2500,5200,13000,19000,20000,22000,24000,24000,5412,107,2400.0,3468.8417123244603,2020.137400002568,23916.675100001157,78.33148558758315
1750764406,200,,Aggregated,47.200000,0.000000,2400,2400,2500,2500,5200,13000,19000,20000,22000,24000,24000,5458,107,2400.0,3458.3731435690706,2020.137400002568,23916.675100001157,78.24441187248077
1750764407,200,,Aggregated,47.900000,0.000000,2400,2400,2500,2500,5100,13000,19000,20000,22000,24000,24000,5504,107,2400.0,3448.0020341751433,2020.137400002568,23916.675100001157,78.15879360465117
1750764408,200,,Aggregated,47.400000,0.000000,2400,2400,2500,2500,5000,13000,19000,20000,22000,24000,24000,5560,107,2400.0,3435.5742144784153,2020.137400002568,23916.675100001157,78.05647482014389
1750764409,200,,Aggregated,47.700000,0.000000,2400,2400,2500,2500,5000,13000,19000,20000,22000,24000,24000,5602,107,2400.0,3426.2126172081416,2020.137400002568,23916.675100001157,77.98107818636201
1750764410,200,,Aggregated,48.000000,0.000000,2400,2400,2500,2500,5000,13000,19000,20000,22000,24000,24000,5653,107,2400.0,3415.4942778524696,2020.137400002568,23916.675100001157,77.89103131080842
1750764411,200,,Aggregated,48.100000,0.000000,2400,2400,2500,2500,5000,12000,19000,20000,22000,24000,24000,5695,107,2400.0,3407.2333209130793,2020.137400002568,23916.675100001157,77.8180860403863
1750764412,200,,Aggregated,46.700000,0.000000,2400,2400,2500,2500,4900,12000,19000,20000,22000,24000,24000,5747,107,2400.0,3398.5540429093403,2020.137400002568,23916.675100001157,77.72925004350095
1750764413,200,,Aggregated,47.700000,0.000000,2400,2400,2500,2500,4900,12000,19000,20000,22000,24000,24000,5789,107,2400.0,3390.43191122819,2020.137400002568,23916.675100001157,77.65866298151667
1750764414,0,,Aggregated,47.700000,0.000000,2400,2400,2500,2500,4900,12000,19000,20000,22000,24000,24000,5796,107,2400.0,3389.178268944097,2020.137400002568,23916.675100001157,77.64699792960663
